load,strategy,request_id,hops,max_distance_km,max_fsl_dB,max_path_fsl_sum_dB,max_solar_penalty_dB,max_doppler_penalty_mdB,max_edfa_gain_deg_dB,max_edfa_nf_inc_dB,max_xt_noise_dBm,min_osnr_dB,osnr_range_dB,osnr_std_dB
Medium,QoT-GLR,49,5,3899.7420517990804,269.9982809489243,1348.206078920245,0.0,0.36311079859361556,0.12806444144514645,0.2561288828902929,-132.20304449710338,15.409842553750394,0.5955434835571793,0.2026918641614622
Medium,QoT-GLR,50,9,3899.7420517990795,269.9982809489243,2413.892251818574,33.24851915607547,0.45293327132534467,0.22140882459386396,0.4428176491877279,-128.8721282236942,-11.09258469325945,25.23521781449482,6.680043280219669
High,Baseline,1,8,3899.742051799083,269.9982809489243,2150.439659188131,0.0,0.5104053749774847,0.23091408599718957,0.46182817199437914,-125.88290792381399,14.146891587302264,2.290997860547563,0.8072668816454115
High,Baseline,2,3,3899.742051799076,269.9982809489243,809.9948428467728,0.0,0.005566997093145484,0.19024003699483227,0.38048007398966455,-146.94451081978582,17.20139220659998,0.19449075166021856,0.07394400349059096
High,Baseline,3,7,3899.7420517990804,269.9982809489243,1880.2451797036506,4.6512061618762885,0.4716675303596806,0.16675864342878308,0.33351728685756615,-127.15229199280847,14.90873801188753,1.3837801498827016,0.4421409821165187
High,Baseline,4,4,3175.621942868654,268.2141392003307,1067.793377455921,0.0,0.530504987073825,0.07364942930621797,0.14729885861243594,-127.21757638137785,19.05784412290825,2.621394207336273,0.8730506384173587
High,Baseline,5,3,3899.7420517990718,269.9982809489243,808.1741429890238,0.0,0.48004793573181076,0.1608106944651691,0.3216213889303382,-127.93962335319048,17.915674713508782,0.9424648447575485,0.33852108718554186
High,Baseline,6,8,3899.742051799081,269.9982809489243,2144.2741554433146,48.400606043742755,0.5050318093193115,0.21193671791282426,0.4238734358256485,-126.4933540097507,-26.235871541408958,41.14398908041034,10.903228109275883
High,Baseline,7,7,3899.742051799076,269.9982809489243,1871.490750772917,0.00012454413286988597,0.530504987073825,0.16675864342878308,0.33351728685756615,-128.93403498051975,15.840260948372002,0.6826315652956723,0.2365039104867528
High,Baseline,8,8,3899.7420517990786,269.9982809489243,2154.108930537539,0.0,0.530504987073825,0.03166655211501556,0.06333310423003112,-127.29964735499135,13.766959277475985,1.0295859250390755,0.3586875111620476
High,Baseline,9,7,3899.7420517990754,269.9982809489243,1876.0459149134795,0.0,0.49859357584039227,0.22374553579892367,0.44749107159784735,-124.12199533502692,15.30826199221,1.7571929664866097,0.6407348373457981
High,Baseline,10,5,3899.7420517990745,269.9982809489243,1344.0447666418922,0.0,0.530504987073825,0.05409214622409328,0.10818429244818656,-126.02875375787661,16.2469884162279,1.9779718489570257,0.7075335597848222
High,Baseline,11,7,3899.742051799082,269.9982809489243,1880.8447246852313,0.0,0.5104053749774847,0.20343058324918484,0.4068611664983697,-127.12679523658183,14.736715617705409,0.5723481160590325,0.1778230806761964
High,Baseline,12,8,3899.742051799083,269.9982809489243,2141.453338242561,11.45568545657597,0.49859357584039227,0.2345368127500123,0.4690736255000246,-124.15062651493483,13.812230633913064,2.763426852384246,0.778740672421502
High,Baseline,13,3,3899.742051799073,269.9982809489243,805.8968357902186,0.0,0.5104053749774847,0.22573413274476206,0.4514682654895241,-125.15875609052307,18.507290050083434,2.3455119027200624,0.8024831677383433
High,Baseline,14,6,3899.742051799074,269.9982809489243,1608.7512431133732,51.68907092214739,0.4728358822036867,0.20583008097048663,0.41166016194097327,-128.88079998679555,-29.529960602482276,45.64979706508126,18.960121070497934
High,Baseline,15,5,3899.7420517990768,269.9982809489243,1349.9914047446214,0.0,0.005124655825642979,0.16141512762499385,0.3228302552499877,-142.96511073306556,15.071436201167465,0.10013255335048754,0.03382282759280562
High,Baseline,16,3,3175.1417808200194,268.212825772607,802.6217190855407,0.0,0.46543653364748744,0.11118988802001702,0.22237977604003403,-126.57290197402234,19.769060249537564,4.1189805313703935,1.4553303005857992
High,Baseline,17,5,3899.74205179908,269.9982809489243,1348.2002811335724,51.69259755435563,0.4728358822036867,0.05637218414660954,0.11274436829321909,-125.89307201459147,-29.53008921504893,45.48535068792972,18.780281310967098
High,Baseline,18,6,3899.742051799081,269.9982809489243,1618.2027512255968,0.0,0.42798762701400656,0.20447545160379554,0.4089509032075911,-127.18663420778029,14.560787566928155,0.5025759868251676,0.1697733765391108
High,Baseline,19,6,3899.7420517990804,269.9982809489243,1613.7963979109866,4.666066544772587,0.4716675303596806,0.16615235550505486,0.3323047110101097,-126.10237190969153,15.282027031386791,1.4564017992592309,0.48704190737380854
High,Baseline,20,6,3899.742051799079,269.9982809489243,1612.4247672430974,0.0,0.4682642900163628,0.20447545160379554,0.4089509032075911,-127.13229528451295,15.195143098503106,0.1777428051503378,0.052845061326950035
High,Baseline,21,4,3899.742051799076,269.9982809489243,1075.8395412654543,0.0,0.4682642900163628,0.21497118154972683,0.42994236309945366,-127.13229528687263,16.982637443558634,1.5097118202672526,0.5402106089209241
High,Baseline,22,3,3899.7420517990818,269.9982809489243,809.9948428467728,52.13103284402263,0.005227843759525751,0.032250337660955544,0.06450067532191109,-145.183598229229,-29.96826637953879,47.36160171674561,18.275620824552792
High,Baseline,23,6,3899.7420517990713,269.9982809489243,1604.346959870053,11.519172172052983,0.5104053749774847,0.1808467001935533,0.3616934003871066,-125.88290792021839,15.230868293003718,3.0883554990264646,0.8123061368004756
High,Baseline,24,8,3899.742051799081,269.9982809489243,2142.2604832941934,48.400606043742755,0.5050318093193115,0.1420126130079736,0.2840252260159472,-127.16345154294152,-26.23583392399409,41.95867933510098,11.064524434626088
High,Baseline,25,9,3899.7420517990813,269.9982809489243,2409.953040218874,44.891510132586376,0.5256252489018152,0.1770217128354344,0.3540434256708688,-126.02427210085109,-22.727094837692743,38.220491003519,11.75733909203143
High,Baseline,26,7,3899.7420517990813,269.9982809489243,1869.691150078298,0.0,0.5104053749774847,0.23091408599718957,0.46182817199437914,-124.91547144647178,16.157296272919833,1.539361268725969,0.5470533411369349
High,Baseline,27,5,3899.74205179908,269.9982809489243,1339.5525206842315,50.05580519445752,0.5104053749774847,0.21794719143029007,0.43589438286058013,-127.29964735499124,-27.890784312477038,45.367673362478044,11.950489899809247
High,Baseline,28,9,3899.742051799075,269.9982809489243,2412.9876347955815,52.936117095679194,0.530504987073825,0.05409214622409328,0.10818429244818656,-127.27814111408989,-28.427181213751993,44.04869992191977,14.566589991590543
High,Baseline,29,2,3175.549141864514,268.21394007438084,535.9193912397847,0.0,0.4001848557408667,0.21501410719688435,0.4300282143937687,-127.37162034121042,20.98366147127358,6.042010765790106,1.9406478130389324
High,Baseline,30,8,3899.7420517990818,269.9982809489243,2150.2643515120244,52.131032844005844,0.5053806597546459,0.0724755285957859,0.1449510571915718,-124.95744463822673,-29.96833067669765,45.15546046584946,18.4044614107506
High,Baseline,31,3,3899.7420517990718,269.9982809489243,805.9248138249761,0.0,0.4100720818987749,0.16675864342878308,0.33351728685756615,-128.93403497367765,18.544377983494165,2.392265830159239,0.7983429367085891
High,Baseline,32,6,3899.7420517990768,269.9982809489243,1616.3883193159822,52.56736138178148,0.48487871343860883,0.18914378059277595,0.3782875611855519,-127.11886878697621,-29.362326727498107,45.12798427513873,18.43343790988805
High,Baseline,33,5,3899.7420517990754,269.9982809489243,1342.6693336272458,0.0,0.5050318093193115,0.15665434534312686,0.3133086906862537,-128.9998352153337,16.32898109665021,1.5923953947235674,0.5716947870977809
High,Baseline,34,8,3899.742051799076,269.9982809489243,2152.8005606051884,52.09330955754811,0.49859357584039227,0.22374553579892367,0.44749107159784735,-127.13229528451295,-30.014070362705766,45.350739997225936,17.187778501543484
High,Baseline,35,5,3899.742051799082,269.9982809489243,1349.9914047446214,0.0,0.00552589301151472,0.0493428950436908,0.0986857900873816,-143.9342108606182,15.161911970775371,0.012491836551303592,0.004063961369973187
High,Baseline,36,7,3899.7420517990754,269.9982809489243,1870.9902052520397,52.33030198326958,0.484967341343039,0.22455633497785743,0.44911266995571486,-125.039408579134,-21.317177274371186,37.673591204147435,9.964199226274909
High,Baseline,37,9,3899.742051799075,269.9982809489243,2420.846705117256,52.585337346864435,0.5104053749774847,0.21794719143029007,0.43589438286058013,-127.25368808628254,-29.222509427111262,44.48347352727216,15.355986383033775
High,Baseline,38,5,3899.7420517990754,269.9982809489243,1348.2072629960278,0.0,0.41238178773298784,0.03761452338578652,0.07522904677157304,-125.13327179488431,15.475880671939139,0.5273326084695125,0.17942970999315982
High,Baseline,39,6,3899.7420517990818,269.9982809489243,1605.8065456125987,52.133320458603734,0.49079052320625727,0.16037731604130329,0.32075463208260657,-126.15455153268337,-29.96825818816816,48.62514400535423,12.675442113711824
High,Baseline,40,7,3899.742051799083,269.9982809489243,1882.2253792850925,0.0,0.5104053749774847,0.23091408599718957,0.46182817199437914,-126.0502599915614,14.628976222793808,1.9644622661398419,0.6912061256904273
High,Baseline,41,7,3899.7420517990745,269.9982809489243,1882.2270236882748,0.0,0.530504987073825,0.1477252955173478,0.2954505910346956,-127.12411199876968,14.710789096390698,1.8856345608696294,0.6643485290522437
High,Baseline,42,7,3899.7420517990813,269.9982809489243,1882.4415457420725,0.0,0.49859357584039227,0.10573424904648183,0.21146849809296367,-127.77339316350294,14.462952568517318,0.1127515068004854,0.0381656186137888
High,Baseline,43,5,3899.742051799079,269.9982809489243,1348.2044702766725,0.0,0.42798762701400656,0.20447545160379554,0.4089509032075911,-127.18663420778029,15.388170651777347,0.6158495534199062,0.20697337753623424
High,Baseline,44,6,3899.742051799082,269.9982809489243,1612.3420980971323,51.48916965427182,0.5050318093193115,0.22078556233579377,0.44157112467158754,-127.25368808892162,-29.362334403585415,44.76520682766498,16.134734444392087
High,Baseline,45,5,3899.7420517990777,269.9982809489243,1349.9914047446214,50.02910542212713,0.005567919267665514,0.2046308395959131,0.4092616791918262,-142.9651107310432,-27.916107795412533,43.08530457176936,17.307584228437516
High,Baseline,46,8,3899.7420517990727,269.9982809489243,2148.1131631688036,52.55226207775649,0.48487871343860883,0.22693136046765494,0.4538627209353099,-125.86948142463584,-29.22249060920979,45.348759509672945,11.824411516667386
High,Baseline,47,8,3899.74205179908,269.9982809489243,2149.5473635310045,50.05580519444882,0.5104053749774847,0.21794719143029007,0.43589438286058013,-128.89487152344142,-27.89091972296731,42.30771747330285,11.176072711889695
High,Baseline,48,9,3899.7420517990813,269.9982809489243,2418.3723103654497,7.197255846425792,0.5053806597546459,0.15176225680320277,0.30352451360640553,-125.86558302001691,11.786101057700229,3.402099502613554,0.8759264894876506
High,Baseline,49,9,3899.742051799075,269.9982809489243,2416.586627040149,52.6088801527855,0.530504987073825,0.05419617004756441,0.10839234009512883,-128.91320458438847,-29.22249778323558,45.219396258017326,11.813171116027906
High,Baseline,50,1,3899.742051799076,269.9982809489243,269.9982809489243,0.0,0.003723751370321964,0.08121500173967681,0.16243000347935363,-146.94451081445968,22.07164152908654,0.09346894885547385,0.03414893807010719
High,Baseline,51,6,3899.7420517990704,269.9982809489243,1610.0507464816294,52.585340281181416,0.5175636329889266,0.23070351117214677,0.46140702234429354,-127.1386208620417,-29.222454384518834,46.82943584146717,16.205932844749242
High,Baseline,52,8,3899.7420517990813,269.9982809489243,2152.2162936279346,52.585340281181416,0.5050318093193115,0.22078556233579377,0.44157112467158754,-128.87978137169375,-29.22250490595998,44.66543141673609,15.451059095243743
High,Baseline,53,3,3899.742051799083,269.9982809489243,808.210841800887,0.0,0.43126783526090495,0.03174876761278823,0.06349753522557645,-129.06055994024206,17.908368703137704,0.9734778915152376,0.3416322903196353
High,Baseline,54,6,3899.742051799076,269.9982809489243,1612.4445514977824,51.694983701364606,0.5053806597546459,0.1799933146646628,0.3599866293293256,-128.88502458334113,-29.529985515389807,44.927573404528104,15.00740308262489
High,Baseline,55,2,3175.5240735110733,268.21387150614237,535.9201438136931,0.0,0.44644265605697586,0.22573413274476206,0.4514682654895241,-126.12785620553426,21.15277648707051,5.788169793848311,1.9084126120026443
High,Baseline,56,6,3899.742051799081,269.9982809489243,1604.3571403057608,48.400606043742755,0.49859357584039227,0.1820691265666865,0.364138253133373,-127.16345155238639,-26.235739588280197,43.19880736043054,11.435554792283082
High,Baseline,57,6,3899.7420517990818,269.9982809489243,1618.2037111673994,52.12587354564976,0.3497083364216541,0.07300000396201937,0.14600000792403875,-129.22182153487105,-29.968337547087437,45.008912550821044,19.62982074344046
High,Baseline,58,2,3175.1890659948454,268.2129551245479,535.9265328760519,0.0,0.4100720818987749,0.19470358141983457,0.38940716283966914,-127.17312239368721,21.013926560037323,6.005734676335944,1.9619992215429065
High,Baseline,59,9,3899.7420517990813,269.9982809489243,2415.11555009327,52.60888015272225,0.49859357584039227,0.19024003699483227,0.38048007398966455,-127.13229528451295,-21.45960920996496,36.39025691392225,9.58445497248347
High,Baseline,60,5,3899.7420517990704,269.9982809489243,1337.846437341921,49.248671024745754,0.5050318093193115,0.22078556233579377,0.44157112467158754,-128.8721282159617,-27.172331697724008,46.07416816461027,12.020969750750297
High,Baseline,61,4,3899.7420517990718,269.9982809489243,1075.7539910020796,51.692696086824384,0.5053806597546459,0.15176225680320277,0.30352451360640553,-126.69023598660183,-29.52992477489144,48.01251616046307,15.927850935751257
High,Baseline,62,6,3899.742051799083,269.9982809489243,1612.5262697468402,49.28694756990487,0.5053806597546459,0.14295352442451456,0.2859070488490291,-128.88502458827986,-27.122461826026477,42.55231989176481,14.220648868827297
High,Baseline,63,3,3899.7420517990804,269.9982809489243,808.2096404497399,0.0,0.4349180566021577,0.08397943961820822,0.16795887923641645,-129.18660425998607,17.893310311986,0.9852894363117919,0.3469104740707296
High,Baseline,64,4,3899.742051799076,269.9982809489243,1075.7439869663617,0.0,0.49859357584039227,0.22374553579892367,0.44749107159784735,-128.8916097869647,16.93305481933141,1.549326177869574,0.5486979984992988
High,Baseline,65,2,3169.282990035551,268.19678371159443,535.942897754348,0.0,0.4649337906084229,0.06992093675405553,0.13984187350811106,-127.11497038609991,21.13303973898745,5.822970344974255,1.928477388531292
High,Baseline,66,2,3899.742051799079,269.9982809489243,538.2089088953846,0.0,0.41483853513387653,0.14832239895267726,0.29664479790535453,-127.1759321350199,19.806972037134308,1.829933734679436,0.6024777613553955
High,Baseline,67,7,3899.742051799083,269.9982809489243,1882.7348030538913,0.0,0.5104053749774847,0.1808467001935533,0.3616934003871066,-128.89320787149285,14.608991835474415,2.098358810129584,0.7361840867936302
High,Baseline,68,1,3151.9085357440244,268.14903544390677,268.14903544390677,0.0,0.5050318093193115,0.13207270546148617,0.26414541092297233,-132.0249006196088,23.893376939159698,7.189881362973374,2.4862651401727835
High,Baseline,69,7,3899.7420517990813,269.9982809489243,1880.4521573429863,4.6512061618762885,0.5175636329889266,0.22573413274476206,0.4514682654895241,-128.8863332882642,14.80932451548634,1.4841657422886438,0.49314671272364946
High,Baseline,70,6,3899.742051799072,269.9982809489243,1603.968456484031,52.482314922150636,0.5104053749774847,0.22374553579892367,0.44749107159784735,-125.08115986307257,-21.354500498882633,39.678516189333,10.39010775566239
High,Baseline,71,5,3175.0070814389724,268.21245728236096,1330.9265075662238,11.519172172059577,0.49859357584039227,0.22374553579892367,0.44749107159784735,-128.89160978191163,16.54279996184672,3.2951342524754246,0.8399896661099546
High,Baseline,72,3,3899.7420517990704,269.9982809489243,805.9362084509717,50.58985517505557,0.5175636329889266,0.12224610324041074,0.24449220648082148,-128.9132045669508,-28.427047540885372,49.33754971898237,12.870772891841279
High,Baseline,73,10,3899.7420517990804,269.9982809489243,2688.495614083227,52.585340281181416,0.49859357584039227,0.22374553579892367,0.44749107159784735,-127.16345155342238,-21.45972092980346,35.78850991576858,9.391668030843567
High,Baseline,74,2,3173.962135451976,268.2095981456121,535.9361716497617,0.0,0.49859357584039227,0.09723488954196491,0.19446977908392982,-127.16345154294152,21.109791975884434,5.7952860593,1.9549830133895092
High,Baseline,75,6,3175.3797798640912,268.213476816277,1591.9760621026405,6.018757477688698,0.49079052320625727,0.21798229911669573,0.43596459823339145,-124.96814671863655,17.641023191843306,0.7614291686134216,0.20350356521180737
High,Baseline,76,5,3175.6783989903684,268.2142936164711,1330.653269258923,0.0,0.5050318093193115,0.22078556233579377,0.44157112467158754,-124.24338813311022,18.53846208470332,1.2811421646217198,0.43315959265641374
High,Baseline,77,6,3899.742051799076,269.9982809489243,1612.057836826581,0.0,0.5104053749774847,0.22374553579892367,0.44749107159784735,-127.29964735499124,15.522058126617758,2.4366721487673964,0.8499859668845083
High,Baseline,78,1,3899.74205179907,269.9982809489243,269.9982809489243,0.0,0.0054925702339227375,0.17040889981457896,0.3408177996291579,-146.94451081978582,21.908678728769537,0.25642784412070085,0.09564322443967253
High,Baseline,79,6,3899.7420517990754,269.9982809489243,1613.0533757446979,48.39835356650092,0.4682642900163628,0.17429836288205303,0.34859672576410605,-124.9138077912109,-26.235738405659582,42.84249975042503,11.23980760065594
High,Baseline,80,9,3899.742051799076,269.9982809489243,2415.988667690327,44.894493142968486,0.530504987073825,0.21193671791282426,0.4238734358256485,-127.27814112481533,-22.72720026004611,37.68652116979242,9.890273305045456
High,Baseline,81,2,3899.7420517990768,269.9982809489243,538.2054382867996,6.06095372796705,0.4728358822036867,0.20583008097048663,0.41166016194097327,-131.91367189267865,19.960048398320826,1.6624034776840446,0.5584034964965118
High,Baseline,82,2,3899.7420517990768,269.9982809489243,538.2054382867996,6.060953727981904,0.4728358822036867,0.20583008097048663,0.41166016194097327,-131.9136718957117,19.956877477736153,1.6609256261331211,0.5579057218992999
High,Baseline,83,5,3175.2341860634424,268.21307855189144,1330.7812038710026,2.550230198151155,0.5053806597546459,0.15176225680320277,0.30352451360640553,-125.87472463321006,18.658598526424747,1.1427015151328597,0.4213409325264307
High,Baseline,84,5,3899.7420517990777,269.9982809489243,1345.8393797165154,50.03498992973604,0.5104053749774847,0.23091408599718957,0.46182817199437914,-128.89487152344142,-27.91605852114659,44.836697095889726,13.264815884532803
High,Baseline,85,6,3899.7420517990795,269.9982809489243,1612.4445514977824,51.69498370136152,0.5053806597546459,0.1477252955173478,0.2954505910346956,-127.82228930517084,-29.52998668113178,44.9355208214439,18.11299575217896
High,Baseline,86,4,3899.742051799082,269.9982809489243,1078.2002676919715,0.0,0.4682642900163628,0.044465381154659304,0.08893076230931861,-128.8932078750324,16.513322428464676,0.6986149698425876,0.2422984060619406
High,Baseline,87,6,3899.742051799074,269.9982809489243,1612.7042759379221,52.09330955754811,0.4728358822036867,0.20583008097048663,0.41166016194097327,-128.9033719712314,-30.014075996365808,45.43912191884221,20.222663862868192
High,Baseline,88,5,3899.742051799073,269.9982809489243,1337.7992398584388,0.0,0.5104053749774847,0.22573413274476206,0.4514682654895241,-127.86357557497533,17.31144367942784,1.4326892964774842,0.4933375657255706
High,Baseline,89,1,3899.7420517990704,269.9982809489243,269.9982809489243,0.0,0.0033643003205084533,0.09264631228099274,0.18529262456198548,-143.93421086314612,22.046603782348626,0.1142900655724759,0.03594082690418196
High,Baseline,90,2,3899.7420517990713,269.9982809489243,538.2078790945363,0.0,0.4336006803215775,0.0493428950436908,0.0986857900873816,-125.91406418733938,19.922346804887475,1.7152509104101554,0.5734902349358486
High,Baseline,91,3,3175.621942868654,268.2141392003307,802.668055862562,0.0,0.46543653364748744,0.06469425210516495,0.1293885042103299,-128.97848897193467,19.805931393805384,4.223746492930847,1.4220732489059882
High,Baseline,92,8,3899.742051799076,269.9982809489243,2141.549992245678,52.347977217214535,0.49859357584039227,0.22455633497785743,0.44911266995571486,-128.89320787868402,-21.317177737442258,37.72058367145152,9.870428031806027
High,Baseline,93,4,3899.7420517990718,269.9982809489243,1072.659276099818,0.0,0.48004793573181076,0.08397943961820822,0.16795887923641645,-125.92654476116904,17.782136217847953,2.2005211625455665,0.7542966384280418
High,Baseline,94,8,3899.742051799083,269.9982809489243,2144.263011389872,44.89151013258004,0.5256252489018152,0.06469425210516495,0.1293885042103299,-129.03457205667183,-22.727069697413086,37.634773261949356,9.987944813403377
High,Baseline,95,5,3899.74205179907,269.9982809489243,1334.4026464253475,0.0,0.5050318093193115,0.22140882459386396,0.4428176491877279,-127.74274137557605,17.428292353714397,1.0907255064039383,0.35393426863490607
High,Baseline,96,6,3899.742051799082,269.9982809489243,1614.2179274037392,0.0,0.530504987073825,0.20343058324918484,0.4068611664983697,-127.27814111408989,15.145076041256969,0.4405647729563995,0.14808237750088313
High,Baseline,97,4,3899.7420517990754,269.9982809489243,1078.1438782906796,49.29012377390673,0.5050318093193115,0.15665434534312686,0.3133086906862537,-129.01460067337177,-27.122141931048507,44.27544181753566,11.712138341206947
High,Baseline,98,1,3899.7420517990754,269.9982809489243,269.9982809489243,0.0,0.005124655825642979,0.16141512762499385,0.3228302552499877,-146.94451080967423,21.925121319905678,0.23997618521320163,0.08931699833953591
High,Baseline,99,7,3899.7420517990768,269.9982809489243,1886.3116602035027,0.0,0.5104053749774847,0.22374553579892367,0.44749107159784735,-128.89320787149285,14.008385631285623,0.9405699797481173,0.3225627248049295
High,Baseline,100,6,3899.7420517990804,269.9982809489243,1613.9508696881253,49.2869475699108,0.5053806597546459,0.10568747205330141,0.21137494410660282,-125.87050003360662,-27.122401693446015,43.831257951029166,14.457115633719383
High,Baseline,101,4,3899.742051799081,269.9982809489243,1075.9007865555222,0.0,0.5256252489018152,0.19691493497396195,0.3938298699479239,-127.28269751710968,17.04359632801376,1.4539075470173337,0.506582250881954
High,Baseline,102,2,3899.742051799078,269.9982809489243,539.9965618978486,0.0,0.005215747748728645,0.20843120167140006,0.4168624033428001,-145.18359822585856,18.86469955894531,0.288957671066715,0.10416767126348604
High,Baseline,103,6,3899.742051799076,269.9982809489243,1612.9227904657723,0.0,0.49859357584039227,0.22374553579892367,0.44749107159784735,-128.92436414397918,15.311923364350221,1.2694135040097052,0.4486495549349558
High,Baseline,104,6,3899.7420517990804,269.9982809489243,1618.2044832965128,0.0,0.4349180566021577,0.08397943961820822,0.16795887923641645,-129.18660427134674,14.585248241733025,0.4592031653052331,0.15581090013017343
High,Baseline,105,1,3151.9085357440244,268.14903544390677,268.14903544390677,0.0,0.5050318093193115,0.13207270546148617,0.26414541092297233,-204.30671181296233,23.904362974475273,7.235379830404533,2.501480016772459
High,Baseline,106,4,3899.742051799076,269.9982809489243,1076.3825614664258,0.0,0.49859357584039227,0.22374553579892367,0.44749107159784735,-128.89320787149285,16.82838529963763,1.806715285002273,0.622778952214464
High,Baseline,107,7,3899.742051799073,269.9982809489243,1868.75593234575,52.34797721711989,0.484967341343039,0.21501410719688435,0.4300282143937687,-128.89320787149285,-21.317121779781694,38.904407484089376,10.222823489339188
High,Baseline,108,3,3175.3797798640926,268.213476816277,802.6701474974974,0.0,0.49079052320625727,0.20447545160379554,0.4089509032075911,-125.18545140260281,19.67599084653132,4.286845355673201,1.4582886523272245
High,Baseline,109,1,3174.338463358846,268.2106279464603,268.2106279464603,0.0,0.41483853513387653,0.07477483694851013,0.14954967389702026,-124.95744463264204,23.92170814684888,7.130963353002002,2.3497071573324626
High,Baseline,110,6,3899.74205179907,269.9982809489243,1600.6515502078473,0.0,0.5050318093193115,0.22140882459386396,0.4428176491877279,-127.23892263954443,16.923938902960987,0.9097241653510935,0.30659931971477083
High,Baseline,111,8,3899.742051799083,269.9982809489243,2146.8310494544194,0.0,0.530504987073825,0.22693136046765494,0.4538627209353099,-127.17312239120434,14.201620494658602,0.07524798736462124,0.025024805177149
High,Baseline,112,10,3899.742051799076,269.9982809489243,2685.1287387064885,48.40358908047642,0.530504987073825,0.21193671791282426,0.4238734358256485,-125.96818901199643,-26.23594228804487,41.146014302916825,10.783418352760876
High,Baseline,113,6,3899.7420517990713,269.9982809489243,1606.1897177660005,0.0,0.5104053749774847,0.23091408599718957,0.46182817199437914,-128.89320787149285,16.312272385680153,2.36182176358723,0.7944065475274625
High,Baseline,114,1,3169.7129721466545,268.1979620613493,268.1979620613493,0.0,0.44554833597318866,0.03444351419162236,0.06888702838324472,-128.873331466428,23.952100778703645,7.177821270085811,2.3394874413810656
High,Baseline,115,10,3899.742051799075,269.9982809489243,2684.2007511338566,52.585337346864435,0.530504987073825,0.20084082152229887,0.40168164304459775,-125.94033976853152,-29.222532853736368,44.05687995062573,11.549533266489213
High,Baseline,116,5,3899.7420517990813,269.9982809489243,1345.8320653466076,0.0,0.530504987073825,0.1770217128354344,0.3540434256708688,-126.02875375068835,15.88427536092894,1.0560697590192927,0.35545228548924607
High,Baseline,117,6,3175.5240735110733,268.21387150614237,1591.976457589748,52.50586619795948,0.5104053749774847,0.22573413274476206,0.4514682654895241,-128.89487153969264,-21.354443311650503,39.76993648755662,10.581929635666588
High,Baseline,118,4,3899.74205179907,269.9982809489243,1072.6627489995112,4.630366210170681,0.4716675303596806,0.16675864342878308,0.33351728685756615,-125.90290461902983,17.81063986674243,2.032027864084103,0.6753870735962462
High,Baseline,119,6,3899.7420517990818,269.9982809489243,1618.1404401885281,49.23985962740048,0.5050318093193115,0.22078556233579377,0.44157112467158754,-127.25368808628244,-27.17245755158167,42.22438673147948,11.177887239017808
High,Baseline,120,9,3899.742051799076,269.9982809489243,2415.130457757564,0.0,0.530504987073825,0.21193671791282426,0.4238734358256485,-127.21757637880086,13.996393763348117,1.8242860920956119,0.6035670212911847
High,Baseline,121,8,3899.7420517990813,269.9982809489243,2153.920075342485,0.0,0.5175636329889266,0.22374553579892367,0.44749107159784735,-125.88130983343255,13.704024861738786,1.0281972817562295,0.37278457581131685
High,Baseline,122,5,3899.742051799076,269.9982809489243,1348.2062023475885,0.0,0.4349180566021577,0.08397943961820822,0.16795887923641645,-127.42569167259268,15.419825347546885,0.562836155859129,0.19037043712926877
High,Baseline,123,10,3899.742051799075,269.9982809489243,2688.343381176388,52.585337346864435,0.5175636329889266,0.22374553579892367,0.44749107159784735,-128.87978138286294,-29.222517921798467,44.42057608944403,15.271840513556931
High,Baseline,124,1,3174.601069285058,268.2113464809755,268.2113464809755,0.0,0.42798762701400656,0.20447545160379554,0.4089509032075911,-205.04610478694144,23.90273537308505,7.271046819609779,2.393315265210044
High,Baseline,125,4,3899.7420517990777,269.9982809489243,1075.9284372920715,5.985792824114945,0.46193626440743885,0.20084082152229887,0.40168164304459775,-128.95063972517133,14.891917495333898,3.586305520255456,0.8362650958597736
High,Baseline,126,7,3899.7420517990813,269.9982809489243,1884.1116260211234,0.0,0.5175636329889266,0.22374553579892367,0.44749107159784735,-128.88633328447807,14.362519081926644,1.2912591201457868,0.4452027975448144
High,Baseline,127,8,3899.742051799076,269.9982809489243,2150.1960987794228,52.09557738232495,0.49859357584039227,0.22374553579892367,0.44749107159784735,-128.8932078750324,-30.014051311259795,46.46526922216249,12.089250083134994
High,Baseline,128,1,3899.742051799072,269.9982809489243,269.9982809489243,0.0,0.004371546248239725,0.03104815744712945,0.0620963148942589,-149.95481077642575,22.16618112656702,0.001912324610902516,0.00050641100844589
High,Baseline,129,5,3899.7420517990813,269.9982809489243,1333.2711101690652,0.0,0.5104053749774847,0.1808467001935533,0.3616934003871066,-128.99983523010124,17.957063976519755,0.1648716501745504,0.057893598675539025
High,Baseline,130,6,3899.742051799081,269.9982809489243,1613.8178746823987,50.59512586454742,0.530504987073825,0.09930746680026688,0.19861493360053376,-128.9132045669508,-28.427127444963283,45.10701212530354,11.847585332969883
High,Baseline,131,6,3899.7420517990818,269.9982809489243,1611.8492876848836,52.133320458603734,0.5053806597546459,0.03989955096004922,0.07979910192009844,-127.25789607529757,-29.968266324626228,47.796476888392306,18.04484764146391
High,Baseline,132,7,3899.742051799083,269.9982809489243,1874.2198225709965,11.505861500298245,0.49859357584039227,0.2345368127500123,0.4690736255000246,-125.88130983187872,14.257218366280316,2.56543706903782,0.70560720132237
