strategy,request_id,accepted,hops,wavelength,initial_osnr_dB,initial_ber,q_factor,load
Baseline,198,True,1,1,22.16808255069617,5.219881633896298e-32,11.716921074456867,High
Baseline,199,True,7,12,-27.172385718219534,0.48405646934257096,0.039975148989993305,High
Baseline,200,True,5,1,15.984849978704334,4.467755749903719e-09,5.749788579430428,High
QoT-GLR,1,True,8,0,16.453590224000557,6.451292548918263e-10,6.068605245934473,High
QoT-GLR,2,True,3,0,17.404087865084627,6.421727186233744e-12,6.770391306773965,High
QoT-GLR,3,True,7,0,15.729615309653528,1.1800573667980559e-08,5.583289440281692,High
QoT-GLR,4,True,4,1,20.834438041641945,4.631039798436146e-24,10.049195126501301,High
QoT-GLR,5,True,3,0,18.769666394970542,1.1587206125315319e-15,7.92305547463511,High
QoT-GLR,6,True,8,0,14.123311131765632,1.7369233823930533e-06,4.640608525559971,High
QoT-GLR,7,True,7,2,16.107614732755565,2.7443925698250434e-09,5.83163204310421,High
QoT-GLR,8,True,8,3,14.489887924972155,6.470723455435271e-07,4.840651012328587,High
QoT-GLR,9,True,7,1,16.583860200872387,3.6301924915906097e-10,6.160307442177067,High
QoT-GLR,10,True,5,0,17.51615301552819,3.4840285762997694e-12,6.858308675720834,High
QoT-GLR,11,True,7,5,14.740711765267118,3.138835514113008e-07,4.9824731296468165,High
QoT-GLR,12,True,8,1,15.496091909513572,2.737049292991722e-08,5.435180513236395,High
QoT-GLR,13,True,3,2,19.386833549095837,8.962906094220455e-18,8.506502900616733,High
QoT-GLR,14,True,6,3,15.508742163706435,2.6180299256205397e-08,5.443102155252797,High
QoT-GLR,15,True,5,4,15.184244114527106,7.877780387842393e-08,5.243503747191714,High
QoT-GLR,16,True,3,0,19.940592902591302,6.145828010762461e-20,9.066486560189027,High
QoT-GLR,17,True,5,4,15.770008529185924,1.0156469789482016e-08,5.6093146673400085,High
QoT-GLR,18,True,6,2,14.638393217172634,4.236940633542673e-07,4.924124645956527,High
QoT-GLR,19,True,6,5,16.17493683728214,2.0887508978908252e-09,5.877007146758492,High
QoT-GLR,20,True,6,6,15.105033376221861,1.0186416499401769e-07,5.195903131136977,High
QoT-GLR,21,True,4,3,17.620128659288035,1.9480437499942723e-12,6.9409003600313905,High
QoT-GLR,22,True,3,6,17.402336183928142,6.482609483199709e-12,6.769026061348257,High
QoT-GLR,23,True,6,2,17.13961541706644,2.560931889960546e-11,6.567349783125424,High
QoT-GLR,24,True,8,3,15.540036808409727,2.3440910754264608e-08,5.4627486376959355,High
QoT-GLR,25,True,9,5,14.333167185076421,9.96692942791901e-07,4.754093690152095,High
QoT-GLR,26,True,7,6,16.863594389296704,9.961512461110973e-11,6.361933078669294,High
QoT-GLR,27,True,5,4,16.97998004798443,5.676035692314426e-11,6.447752809631919,High
QoT-GLR,28,True,9,6,15.493898394057652,2.758195327570893e-08,5.433808098010337,High
QoT-GLR,29,True,2,6,21.37503028484531,5.399445648164853e-27,10.694510007796941,High
QoT-GLR,30,True,8,8,14.891174542487828,1.9939466539713266e-07,5.069534747119812,High
QoT-GLR,31,True,3,7,18.558849114157958,5.249256465226608e-15,7.7330680634235485,High
QoT-GLR,32,True,6,8,15.68498425961267,1.39065024171106e-08,5.55467418387981,High
QoT-GLR,33,True,5,8,17.54265018950101,3.00815887473475e-12,6.879262576144437,High
QoT-GLR,34,True,8,0,14.544881640022805,5.540616893311395e-07,4.87139626691447,High
QoT-GLR,35,True,5,5,15.183156390330346,7.905875999662374e-08,5.2428471502242635,High
QoT-GLR,36,True,7,5,15.79168377860242,9.36555764464989e-09,5.623329941382125,High
QoT-GLR,37,True,9,7,14.444268503480535,7.349168744953108e-07,4.81529393158827,High
QoT-GLR,38,True,5,1,15.721336698017685,1.2167046535993964e-08,5.577970484300339,High
QoT-GLR,39,True,6,1,18.332284625035516,2.461113027977983e-14,7.53396517220447,High
QoT-GLR,40,True,7,4,15.809780564899699,8.749961757025873e-09,5.6350581913875795,High
QoT-GLR,41,True,7,4,15.71755716760144,1.233788728605079e-08,5.575543844788082,High
QoT-GLR,42,True,7,7,14.272162636562458,1.1744744929170164e-06,4.720820731103384,High
QoT-GLR,43,True,5,10,15.495304923281894,2.7446185141078528e-08,5.434688080263271,High
QoT-GLR,44,True,6,9,14.924928642197994,1.797187424014804e-07,5.0892737155238645,High
QoT-GLR,45,True,5,1,-27.122235311343957,0.48396419825129483,0.04020662426480119,High
QoT-GLR,46,True,8,10,15.137560520622387,9.171180111165776e-08,5.215397362176869,High
QoT-GLR,47,True,8,9,14.046342991515514,2.115819655884688e-06,4.599668431416357,High
QoT-GLR,48,True,9,9,14.515121530047194,6.027417450513395e-07,4.854734160897177,High
QoT-GLR,49,True,9,1,14.624338309999956,4.4128413296707424e-07,4.91616321034323,High
QoT-GLR,50,True,1,3,22.17530389852573,4.6525799301701674e-32,11.726666437171403,High
QoT-GLR,51,True,6,3,16.499720665685643,5.272947128200496e-10,6.10092112435358,High
QoT-GLR,52,True,8,11,15.255003464909285,6.237543407261743e-08,5.286394265803728,High
QoT-GLR,53,True,3,5,18.656167851591057,2.637008030908845e-15,7.820198367914223,High
QoT-GLR,54,True,6,7,14.960066630539572,1.611616018889292e-07,5.109903616453406,High
QoT-GLR,55,True,2,5,22.858601009441468,3.515930914516555e-37,12.686429998537362,High
QoT-GLR,56,True,6,10,16.512617596312516,4.981975720689605e-10,6.109986586111787,High
QoT-GLR,57,True,6,10,14.644724829653518,4.159833817795571e-07,4.927715414048264,High
QoT-GLR,58,True,2,10,21.03172993384762,4.333442735457938e-25,10.280065307543607,High
QoT-GLR,59,True,9,12,14.288009535538546,1.1256918206777154e-06,4.729441454763092,High
QoT-GLR,60,True,5,14,17.237588655440078,1.548891420930854e-11,6.6418461232969435,High
QoT-GLR,61,True,4,2,17.369281795575063,7.740637068809875e-12,6.743315301796572,High
QoT-GLR,62,True,6,10,15.013429509472633,1.3635403876489387e-07,5.141393598156157,High
QoT-GLR,63,True,3,9,17.945051706054734,2.892322926913052e-13,7.205464159032844,High
QoT-GLR,64,True,4,6,18.421139406011196,1.3553820640577828e-14,7.611431570625293,High
QoT-GLR,65,True,2,7,23.333983888256856,3.01841941202024e-41,13.400116415810729,High
QoT-GLR,66,True,2,4,20.57674098383371,8.74288557809125e-23,9.755430206124453,High
QoT-GLR,67,True,7,14,16.08680210602288,2.9835825846132504e-09,5.817675351240036,High
QoT-GLR,68,True,1,1,30.955332455476167,4.103979236322152e-228,32.22374408121711,High
QoT-GLR,69,True,7,13,15.49825840496011,2.7163128144263278e-08,5.436536363124434,High
QoT-GLR,70,True,6,12,17.26968277822201,1.3104766508556722e-11,6.666432957500867,High
QoT-GLR,71,True,5,14,18.966755043805684,2.639661257610248e-16,8.10489007856498,High
QoT-GLR,72,True,3,1,19.80327596733845,2.2430437705174783e-19,8.924279743002584,High
QoT-GLR,73,True,10,15,13.9273113457654,2.8521345100391005e-06,4.537064405138956,High
QoT-GLR,74,True,2,6,26.199780880597928,7.907620596196821e-78,18.63796196003587,High
QoT-GLR,75,True,6,11,18.438829629550007,1.2018705108526122e-14,7.626949282783625,High
QoT-GLR,76,True,5,13,19.767477024258525,3.1228820405225093e-19,8.887573967252324,High
QoT-GLR,77,True,6,10,17.49072275878392,4.008082379827009e-12,6.838258514719498,High
QoT-GLR,78,True,1,0,22.027343942885103,4.733529320418203e-31,11.528600082173027,High
QoT-GLR,79,True,6,17,16.36057315467595,9.627907429914186e-10,6.003963380344229,High
QoT-GLR,80,True,9,12,14.163938576084153,1.5629777747581215e-06,4.662365385319318,High
QoT-GLR,81,True,2,3,21.635177985227436,1.5360512471498223e-28,11.019662060694854,High
QoT-GLR,82,True,2,7,21.635177985227436,1.5360512471498223e-28,11.019662060694854,High
QoT-GLR,83,True,5,6,19.703871026397444,5.585183987842743e-19,8.822728770556303,High
QoT-GLR,84,True,5,16,16.117691455010608,2.635202996620132e-09,5.838401394164683,High
QoT-GLR,85,True,6,14,15.13438125798449,9.266089227258215e-08,5.213488739747266,High
QoT-GLR,86,True,4,13,17.028849563042673,4.4621997798763804e-11,6.4841321158584515,High
QoT-GLR,87,True,6,9,14.969708462863638,1.5638995858190485e-07,5.1155790500179,High
QoT-GLR,88,True,5,6,17.08815340732891,3.3203679690756806e-11,6.5285547016337455,High
QoT-GLR,89,True,1,2,22.060841849119424,2.818808986700641e-31,11.573146998531218,High
QoT-GLR,90,True,2,4,20.23501997184696,3.3274512230395285e-21,9.379082922514112,High
QoT-GLR,91,True,3,12,21.3913656719412,4.3446438381125875e-27,10.714641893832798,High
QoT-GLR,92,True,8,8,15.77645633925875,9.914865971460661e-09,5.613480184597532,High
QoT-GLR,93,True,4,12,18.588510184415927,4.262553463878862e-15,7.75952052432122,High
QoT-GLR,94,True,8,16,14.411153871560167,8.054155534023701e-07,4.796970752578636,High
QoT-GLR,95,True,5,16,18.02632008824083,1.7553820882273734e-13,7.273197510209817,High
QoT-GLR,96,True,6,15,15.220402871848515,6.995075690311312e-08,5.265377588387121,High
QoT-GLR,97,True,4,15,16.933633916211008,7.113580959347153e-11,6.413440541547965,High
QoT-GLR,98,True,1,7,22.168519744255427,5.183676837224587e-32,11.717510846093695,High
QoT-GLR,99,True,7,18,14.075343504201324,1.964989216049105e-06,4.615051504727782,High
QoT-GLR,100,True,6,7,16.031467423852266,3.7188403468130175e-09,5.780730836846536,High
QoT-GLR,101,True,4,8,17.201387716302143,1.8675552037825817e-11,6.6142219283040005,High
QoT-GLR,102,True,2,1,19.14975673664308,6.291395141190215e-17,8.27746234554438,High
QoT-GLR,103,True,6,19,15.682113821822503,1.4053360265440177e-08,5.552838826412821,High
QoT-GLR,104,True,6,14,14.655854303367706,4.027431156423445e-07,4.934033480743646,High
QoT-GLR,105,True,1,5,30.955332455476167,4.103979236322152e-228,32.22374408121711,High
QoT-GLR,106,True,4,11,18.380739185756383,1.7803342504441746e-14,7.576111126234188,High
QoT-GLR,107,True,7,12,16.906743306129016,8.10040457686917e-11,6.3936159006437565,High
QoT-GLR,108,True,3,13,20.924874232627722,1.5842098389130761e-24,10.1543724466049,High
QoT-GLR,109,True,1,0,25.69224122347395,1.7496717031369213e-69,17.580103927727784,High
QoT-GLR,110,True,6,20,17.280243671015697,1.2400155087091565e-11,6.674543387719226,High
QoT-GLR,111,True,8,17,14.038701991076625,2.1572819236407163e-06,4.5956238700123135,High
QoT-GLR,112,True,10,19,14.003555402162394,2.3577169197805137e-06,4.577065707097704,High
QoT-GLR,113,True,6,17,18.259823929545412,3.9680367133074856e-14,7.471375663671884,High
QoT-GLR,114,True,1,7,25.942507052766977,1.7764816408527508e-73,18.094005984214764,High
QoT-GLR,115,True,10,14,13.710451214341997,4.817868351294822e-06,4.42519015678504,High
QoT-GLR,116,True,5,15,16.48444077708125,5.638554590946343e-10,6.090198049190429,High
QoT-GLR,117,True,6,12,18.438117169334834,1.2077142886527874e-14,7.62632370782218,High
QoT-GLR,118,True,4,21,18.739084471398925,1.4491521720547386e-15,7.895208445794693,High
QoT-GLR,119,True,6,22,14.77024177198662,2.874835003112239e-07,4.999441208095366,High
QoT-GLR,120,True,9,18,15.038004842320035,1.2616674441433802e-07,5.155960945721711,High
QoT-GLR,121,True,8,22,14.161055083635844,1.5747767795730183e-06,4.660817856548783,High
QoT-GLR,122,True,5,19,15.502301521929272,2.6780072273362416e-08,5.439067556807341,High
QoT-GLR,123,True,10,20,13.746358695600978,4.424909956905012e-06,4.443521765110021,High
QoT-GLR,124,True,1,0,24.00925327634994,7.707992716084631e-48,14.483450546871367,High
QoT-GLR,125,True,4,4,16.988903407274254,5.433133179683513e-11,6.45438024582616,High
QoT-GLR,126,True,7,23,15.542868160380735,2.3206792957399038e-08,5.464529628007267,High
QoT-GLR,127,True,8,13,15.340788599075204,4.6765546372356985e-08,5.338863372654684,High
QoT-GLR,128,True,1,1,22.173390003868846,4.796723970217287e-32,11.724082806399784,High
QoT-GLR,129,True,5,15,17.585823278914873,2.363515337934246e-12,6.91354097131535,High
QoT-GLR,130,True,6,21,16.222409474697358,1.7187007292240812e-09,5.909215804660391,High
QoT-GLR,131,True,6,15,16.54024400765488,4.4091414684040137e-10,6.129450997145755,High
QoT-GLR,132,True,7,11,15.880171464579615,6.698977325374379e-09,5.680910538898726,High
QoT-GLR,133,True,4,7,16.07956867530173,3.071225272827312e-09,5.812832527324761,High
QoT-GLR,134,True,11,19,12.99616352184547,2.2923874705983796e-05,4.075843997420694,High
QoT-GLR,135,True,9,16,14.334498835257401,9.931037110505857e-07,4.754822605128474,High
QoT-GLR,136,True,8,18,15.649125371483256,1.5849008425503147e-08,5.531789498897878,High
QoT-GLR,137,True,8,21,14.039970635854624,2.1503469486564616e-06,4.596295147251965,High
QoT-GLR,138,True,7,21,15.601855870799943,1.880021444846553e-08,5.501766701758219,High
QoT-GLR,139,True,8,3,15.475623657698325,2.9404093356374908e-08,5.422387618953217,High
QoT-GLR,140,True,8,16,14.392843936538428,8.470151849076924e-07,4.786869344906293,High
QoT-GLR,141,True,8,16,15.321024712979476,4.999855846968534e-08,5.326729125438129,High
QoT-GLR,142,True,5,21,19.61060750415975,1.290331084598148e-18,8.728502732039221,High
QoT-GLR,143,True,1,11,21.870080501714483,5.120589088518621e-30,11.321745861087672,High
QoT-GLR,144,True,5,22,15.899607976444557,6.218066697913289e-09,5.693637009377861,High
QoT-GLR,145,True,7,4,15.544603548267427,2.306438266077025e-08,5.465621516842135,High
QoT-GLR,146,True,5,11,17.17846323180172,2.100802062552694e-11,6.596788168895028,High
QoT-GLR,147,True,7,18,15.78000653567512,9.784154721662606e-09,5.6157750595517655,High
QoT-GLR,148,True,4,5,19.18597722102237,4.703069651049981e-17,8.312051742266027,High
QoT-GLR,149,True,6,14,-27.122286456735452,0.4839642926242526,0.04020638751559413,High
QoT-GLR,150,True,3,0,20.061176867460482,1.9060583073000868e-20,9.19323200545487,High
QoT-GLR,151,True,7,23,13.993149291960123,2.420239150968178e-06,4.571585447464183,High
QoT-GLR,152,True,10,18,13.613683449078719,6.03931853895631e-06,4.3761635998739274,High
QoT-GLR,153,True,7,4,14.05222268743078,2.084411462729962e-06,4.60278311609247,High
QoT-GLR,154,True,5,0,19.767474483288844,3.122955094909577e-19,8.887571367282298,High
QoT-GLR,155,True,8,20,14.208960612457561,1.3889407893991435e-06,4.686594813811635,High
QoT-GLR,156,True,8,17,14.011074460716069,2.3134614740673994e-06,4.581029621767764,High
QoT-GLR,157,True,7,8,16.041531055929013,3.573522149077787e-09,5.787432379822795,High
QoT-GLR,158,True,7,17,15.809721940799925,8.751893048462166e-09,5.6350201585420585,High
QoT-GLR,159,True,9,12,15.822827303086214,8.329984367019375e-09,5.643528753958317,High
QoT-GLR,160,True,6,22,17.301853137016515,1.1069699400639743e-11,6.691169535532037,High
QoT-GLR,161,True,8,22,15.062317578144489,1.1678844268608936e-07,5.17041325022876,High
QoT-GLR,162,True,1,9,22.168519744255427,5.183676837224587e-32,11.717510846093695,High
QoT-GLR,163,True,7,21,15.146722830688702,8.902700694237167e-08,5.220901726341725,High
QoT-GLR,164,True,7,20,16.08939047959887,2.952798624499948e-09,5.819409262407903,High
QoT-GLR,165,True,5,5,17.39139446236084,6.87560744885889e-12,6.760504404851926,High
QoT-GLR,166,True,6,14,18.437739370590844,1.2108242238760999e-14,7.62599200284102,High
QoT-GLR,167,True,9,17,14.158998204955422,1.5832430959957337e-06,4.659714273350201,High
QoT-GLR,168,True,6,17,15.902316379004308,6.153694024326429e-09,5.695412655414173,High
QoT-GLR,169,True,2,11,26.851523881411623,4.489476043791548e-90,20.09026063833696,High
QoT-GLR,170,True,8,22,14.653770818480513,4.0519174496704557e-07,4.932850095761026,High
QoT-GLR,171,True,8,1,15.037255207153347,1.264667346303465e-07,5.155515980033604,High
QoT-GLR,172,True,5,2,18.78309030826771,1.0498518080113394e-15,7.935309906155912,High
QoT-GLR,173,True,1,2,31.117279547501575,1.092299777108329e-236,32.83018683999479,High
QoT-GLR,174,True,1,7,22.175300909895963,4.652801654682847e-32,11.72666240227575,High
QoT-GLR,175,True,7,11,16.840048223994323,1.1142228597469271e-10,6.344710171652622,High
QoT-GLR,176,True,5,20,17.950334689187418,2.8007175364872936e-13,7.209848042091259,High
QoT-GLR,177,True,4,6,21.473098590923243,1.4465424000801663e-27,10.815940924196635,High
QoT-GLR,178,True,7,7,14.547718323804625,5.496160334041671e-07,4.872987453089317,High
QoT-GLR,179,True,7,23,15.91464189329567,5.868590260136856e-09,5.703500338270399,High
QoT-GLR,180,True,8,5,15.251416237054432,6.312367817703269e-08,5.2842114628696795,High
QoT-GLR,181,True,7,12,15.510317929747472,2.6035486485222685e-08,5.444089714840759,High
QoT-GLR,182,True,3,8,18.67036597553395,2.381975648060448e-15,7.832991869493616,High
QoT-GLR,183,True,7,9,15.617903091369676,1.7744931615477845e-08,5.511940636037439,High
QoT-GLR,184,True,6,11,16.033238149091492,3.6928735321940566e-09,5.781909429928804,High
QoT-GLR,185,True,5,8,15.495594509958437,2.7418309978882027e-08,5.434869275231256,High
QoT-GLR,186,True,5,18,17.396262658388835,6.6980156921998146e-12,6.76429453882306,High
QoT-GLR,187,True,9,4,14.28056228573771,1.1483809203470583e-06,4.725388186946743,High
QoT-GLR,188,True,7,17,15.411241847301142,3.6760997662420267e-08,5.382344224375987,High
QoT-GLR,189,True,4,11,17.059704691360867,3.82804819741696e-11,6.5072068396733975,High
QoT-GLR,190,True,5,23,15.604553420879112,1.861880081177587e-08,5.503475633907502,High
QoT-GLR,191,True,2,2,19.1351211162676,7.071529568419135e-17,8.263526664307733,High
QoT-GLR,192,True,4,18,16.154670784041375,2.2686388683017683e-09,5.863310806448011,High
QoT-GLR,193,True,11,23,13.493433769420554,7.944231382351596e-06,4.315996317355777,High
QoT-GLR,194,True,8,0,15.168739364775913,8.287193000198076e-08,5.234152178340569,High
QoT-GLR,195,True,3,11,18.80025934614492,9.24978957652028e-16,7.951010816757981,High
QoT-GLR,196,True,7,23,14.660871306182475,3.9690282011669957e-07,4.936884220424775,High
QoT-GLR,197,True,6,2,16.04851018795069,3.4759081827619714e-09,5.7920844635941195,High
QoT-GLR,198,True,1,2,22.175292855963583,4.6533992225789315e-32,11.726651528812447,High
QoT-GLR,199,True,7,8,14.99608054662961,1.4400045839022113e-07,5.131134565541643,High
QoT-GLR,200,True,5,21,15.490928443423197,2.7870702206250282e-08,5.431950443382881,High
